ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Nadal R.,Cerundolo F.,4.0,41.0,6525.0,1070.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.04,13.0,1.03,18.32,1.04,21.0,1.03,14.7
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Thompson J.,Carballes Baena R.,76.0,87.0,750.0,663.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.08,8.0,1.07,10.85,1.08,10.85,1.07,8.68
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Cressy M.,Auger-Aliassime F.,45.0,9.0,1047.0,3760.0,6.0,7.0,6.0,4.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,3.5,1.3,3.81,1.31,3.81,1.38,3.52,1.31
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Fritz T.,Musetti L.,14.0,70.0,3045.0,790.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,5.0,1.16,6.2,1.18,7.25,1.14,5.89
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Van De Zandschulp B.,Lopez F.,25.0,240.0,1518.0,222.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.2,4.5,1.2,5.23,1.21,5.5,1.19,4.77
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Gray A.,Tseng C.H.,288.0,95.0,173.0,626.0,6.0,3.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.2,1.66,2.36,1.67,2.4,1.7,2.26,1.64
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Tsitsipas S.,Ritschard A.,5.0,188.0,5150.0,295.0,7.0,6.0,6.0,3.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.05,11.0,1.03,17.64,1.05,18.0,1.03,13.16
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Nakashima B.,Kuhn N.,56.0,261.0,969.0,200.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.07,11.63,1.11,11.63,1.06,9.51
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Shapovalov D.,Rinderknech A.,16.0,62.0,2293.0,901.0,6.0,1.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,1.36,3.2,1.36,3.47,1.44,3.47,1.36,3.14
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Broady L.,Klein L.,132.0,243.0,444.0,217.0,4.0,6.0,6.0,3.0,7.0,5.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.66,2.2,1.75,2.21,1.76,2.28,1.7,2.16
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Sonego L.,Kudla D.,54.0,75.0,980.0,763.0,6.0,7.0,6.0,3.0,7.0,5.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.9,1.9,1.98,1.93,2.0,2.1,1.89,1.91
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Galan D.E.,Koepfer D.,109.0,117.0,528.0,505.0,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,2.37,1.57,2.36,1.67,2.45,1.74,2.3,1.62
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Bautista Agut R.,Balazs A.,19.0,331.0,2008.0,136.0,6.0,1.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,19.0,1.04,16.46,1.04,20.0,1.02,14.85
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Novak D.,Bagnis F.,153.0,102.0,371.0,558.0,7.0,6.0,2.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.2,4.5,1.18,5.74,1.22,5.75,1.17,5.12
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Kubler J.,Evans D.,99.0,33.0,580.0,1198.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,4.0,1.25,4.75,1.23,4.8,1.25,4.4,1.21
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Schwartzman D.,Kozlov S.,15.0,107.0,2325.0,543.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.25,4.45,1.25,5.5,1.2,4.55
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Giron M.,Rune H.,65.0,29.0,866.0,1420.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.72,2.1,1.7,2.29,1.78,2.29,1.71,2.16
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Brooksby J.,Kukushkin M.,34.0,164.0,1187.0,334.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,3.0,1.49,2.83,1.51,3.1,1.43,2.83
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Sock J.,Zapata Miralles B.,103.0,90.0,557.0,639.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.37,3.39,1.37,3.6,1.33,3.3
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Peniston R.,Laaksonen H.,135.0,96.0,440.0,606.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.21,5.11,1.29,5.25,1.2,4.53
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Grenier H.,Huesler M.A.,141.0,105.0,424.0,546.0,6.0,3.0,7.0,6.0,6.0,7.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.57,2.6,1.56,2.63,1.58,2.48,1.54
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Goffin D.,Albot R.,58.0,113.0,930.0,521.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.62,1.54,2.67,1.6,2.72,1.53,2.52
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Baez S.,Daniel T.,35.0,118.0,1168.0,504.0,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.9,1.9,1.87,2.04,1.92,2.1,1.85,1.96
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Mcdonald M.,Borges N.,55.0,123.0,971.0,493.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.33,3.4,1.34,3.58,1.35,3.95,1.31,3.5
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Gasquet R.,Sousa J.,69.0,60.0,817.0,918.0,7.0,6.0,6.0,2.0,4.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.5,2.62,1.49,2.84,1.55,2.85,1.48,2.68
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Opelka R.,Taberner C.,18.0,98.0,2100.0,585.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,5.0,1.15,6.41,1.16,6.41,1.14,5.84
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Kyrgios N.,Jubb P.,40.0,219.0,1070.0,256.0,3.0,6.0,6.0,1.0,7.0,5.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.07,9.0,1.11,8.16,1.11,9.7,1.08,8.01
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Johnson S.,Dimitrov G.,93.0,21.0,627.0,1785.0,4.0,6.0,5.0,2.0,,,,,,,0.0,1.0,Retired,4.5,1.2,4.97,1.22,5.06,1.24,4.64,1.19
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Ymer M.,Altmaier D.,88.0,61.0,653.0,904.0,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,Completed,1.9,1.9,1.89,2.02,1.91,2.05,1.85,1.96
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,De Minaur A.,Dellien H.,27.0,80.0,1473.0,704.0,6.0,1.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,15.53,1.05,18.0,1.03,12.82
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Berankis R.,Querrey S.,106.0,157.0,545.0,352.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,4.0,1.25,4.88,1.22,4.88,1.26,4.33,1.22
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Harrison C.,Clarke J.,251.0,156.0,210.0,361.0,7.0,6.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.72,2.1,1.71,2.27,1.78,2.27,1.7,2.16
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Bonzi B.,Kolar Z.,47.0,119.0,1026.0,503.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.1,7.0,1.08,10.08,1.13,10.08,1.1,7.38
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Garin C.,Ymer E.,43.0,137.0,1055.0,439.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.52,2.71,1.59,2.71,1.52,2.52
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Gaston H.,Popyrin A.,66.0,83.0,863.0,682.0,6.0,2.0,4.0,6.0,0.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.5,1.53,2.86,1.48,2.88,1.59,2.52,1.53
39,London,Wimbledon,2022-06-28,Grand Slam,Outdoor,Grass,1st Round,5.0,Molcan A.,Martinez P.,51.0,50.0,1006.0,1010.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.75,1.5,2.8,1.5,3.1,1.45,2.77
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Alcaraz C.,Griekspoor T.,7.0,53.0,4890.0,984.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.33,3.4,1.29,4.0,1.33,4.0,1.29,3.64
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Isner J.,Murray A.,24.0,52.0,1616.0,995.0,6.0,4.0,7.0,6.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,3.2,1.36,3.45,1.36,3.45,1.43,3.21,1.35
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Van Rijthoven T.,Opelka R.,104.0,18.0,546.0,2100.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.8,2.0,1.68,2.33,1.83,2.33,1.73,2.12
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Paul T.,Mannarino A.,32.0,86.0,1208.0,665.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.61,2.3,1.74,2.23,1.74,2.5,1.64,2.26
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Vesely J.,Davidovich Fokina A.,68.0,37.0,829.0,1120.0,6.0,3.0,5.0,7.0,6.0,7.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,2.3,1.61,2.48,1.61,2.51,1.67,2.37,1.59
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Sinner J.,Ymer M.,13.0,88.0,3185.0,653.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.2,4.5,1.21,5.02,1.23,5.27,1.2,4.63
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Basilashvili N.,Halys Q.,26.0,82.0,1473.0,687.0,7.0,6.0,0.0,6.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,1.66,2.2,1.7,2.29,1.77,2.3,1.69,2.18
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Norrie C.,Munar J.,12.0,71.0,3200.0,780.0,6.0,4.0,3.0,6.0,5.0,7.0,6.0,0.0,6.0,2.0,3.0,2.0,Completed,1.11,6.5,1.16,6.22,1.18,7.0,1.13,6.15
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Djokovic N.,Kokkinakis T.,3.0,79.0,6770.0,728.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,19.67,1.06,21.0,1.02,15.05
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Otte O.,Harrison C.,36.0,251.0,1155.0,210.0,3.0,1.0,,,,,,,,,0.0,0.0,Retired,1.16,5.0,1.15,6.39,1.2,6.5,1.15,5.56
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Tiafoe F.,Marterer M.,28.0,172.0,1439.0,319.0,6.0,2.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,1.22,4.87,1.25,5.0,1.2,4.48
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Humbert U.,Ruud C.,112.0,6.0,521.0,5050.0,3.0,6.0,6.0,2.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,2.37,1.57,2.41,1.64,2.5,1.64,2.35,1.59
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Kecmanovic M.,Tabilo A.,30.0,78.0,1306.0,746.0,7.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.22,4.33,1.25,4.85,1.3,4.85,1.23,4.11
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Johnson S.,Peniston R.,93.0,135.0,627.0,440.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,2.2,1.66,2.12,1.81,2.23,1.84,2.1,1.74
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Goffin D.,Baez S.,58.0,35.0,930.0,1168.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.57,2.37,1.52,2.73,1.62,2.75,1.52,2.55
39,London,Wimbledon,2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5.0,Bublik A.,Lajovic D.,38.0,64.0,1105.0,883.0,7.0,6.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.5,1.21,5.07,1.28,5.07,1.21,4.45
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Nadal R.,Berankis R.,4.0,106.0,6525.0,545.0,6.0,4.0,6.0,4.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.03,15.0,1.07,11.41,1.07,15.0,1.04,11.61
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Nakashima B.,Shapovalov D.,56.0,16.0,969.0,2293.0,6.0,2.0,4.0,6.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,2.3,1.61,2.36,1.67,2.4,1.68,2.29,1.62
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Galan D.E.,Bautista Agut R.,109.0,19.0,528.0,2008.0,,,,,,,,,,,,,Walkover,7.0,1.1,9.98,1.08,10.5,1.11,8.51,1.07
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Garin C.,Grenier H.,43.0,141.0,1055.0,424.0,6.0,3.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.4,3.0,1.51,2.78,1.51,3.25,1.4,2.95
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Tsitsipas S.,Thompson J.,5.0,76.0,5150.0,750.0,6.0,2.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.63,1.24,5.25,1.2,4.61
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Broady L.,Schwartzman D.,132.0,15.0,444.0,2325.0,6.0,2.0,4.0,6.0,0.0,6.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,3.4,1.33,3.38,1.37,3.5,1.37,3.32,1.33
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Van De Zandschulp B.,Ruusuvuori E.,25.0,49.0,1518.0,1015.0,3.0,6.0,6.0,1.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.72,2.1,1.79,2.15,1.83,2.2,1.75,2.1
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Kyrgios N.,Krajinovic F.,40.0,31.0,1070.0,1300.0,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.28,3.75,1.29,4.02,1.33,4.02,1.28,3.75
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Fritz T.,Gray A.,14.0,288.0,3045.0,173.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.05,11.0,1.05,14.65,1.06,16.0,1.04,11.42
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Molcan A.,Giron M.,51.0,65.0,1006.0,866.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,2.3,1.61,2.66,1.54,2.75,1.63,2.5,1.54
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Gasquet R.,Mcdonald M.,69.0,55.0,817.0,971.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,2.2,1.66,2.43,1.63,2.49,1.69,2.3,1.62
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Brooksby J.,Bonzi B.,34.0,47.0,1187.0,1026.0,7.0,6.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.66,2.43,1.63,2.52,1.72,2.29,1.62
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,Sonego L.,Gaston H.,54.0,66.0,980.0,863.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.23,4.7,1.27,4.74,1.23,4.17
39,London,Wimbledon,2022-06-30,Grand Slam,Outdoor,Grass,2nd Round,5.0,De Minaur A.,Draper J.,27.0,94.0,1473.0,627.0,5.0,7.0,7.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.37,1.53,2.71,1.57,2.71,1.52,2.53
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Norrie C.,Johnson S.,12.0,93.0,3200.0,627.0,6.0,4.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.28,3.75,1.32,3.71,1.33,3.76,1.3,3.56
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Alcaraz C.,Otte O.,7.0,36.0,4890.0,1155.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.33,3.4,1.3,3.89,1.33,4.2,1.3,3.5
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,2nd Round,5.0,Kubler J.,Novak D.,99.0,153.0,580.0,371.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.5,2.79,1.53,2.93,1.49,2.65
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Sinner J.,Isner J.,13.0,24.0,3185.0,1616.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.57,2.37,1.65,2.3,1.66,2.46,1.61,2.31
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,2nd Round,5.0,Sock J.,Cressy M.,103.0,45.0,557.0,1047.0,6.0,4.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,2.75,1.44,2.93,1.46,2.95,1.5,2.75,1.45
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Paul T.,Vesely J.,32.0,68.0,1208.0,829.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.44,2.75,1.51,2.76,1.55,3.0,1.46,2.73
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Djokovic N.,Kecmanovic M.,3.0,30.0,6770.0,1306.0,6.0,0.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,20.34,1.04,21.0,1.02,15.88
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Tiafoe F.,Bublik A.,28.0,38.0,1439.0,1105.0,3.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.8,2.12,1.81,2.13,1.84,2.04,1.79
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Van Rijthoven T.,Basilashvili N.,104.0,26.0,546.0,1473.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,1.44,3.03,1.47,3.1,1.42,2.87
39,London,Wimbledon,2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5.0,Goffin D.,Humbert U.,58.0,112.0,930.0,521.0,4.0,6.0,7.0,5.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.66,2.2,1.69,2.31,1.76,2.42,1.65,2.24
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,Kyrgios N.,Tsitsipas S.,40.0,5.0,1070.0,5150.0,6.0,7.0,6.0,4.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.72,2.1,1.82,2.1,1.85,2.2,1.76,2.09
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,Fritz T.,Molcan A.,14.0,51.0,3045.0,1006.0,6.0,4.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.5,1.22,4.82,1.25,5.0,1.21,4.47
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,Nakashima B.,Galan D.E.,56.0,109.0,969.0,528.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.1,7.0,1.14,6.74,1.15,7.75,1.11,6.65
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,Garin C.,Brooksby J.,43.0,34.0,1055.0,1187.0,6.0,2.0,6.0,3.0,1.0,6.0,6.0,4.0,,,3.0,1.0,Completed,3.0,1.4,3.27,1.39,3.35,1.42,3.09,1.37
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,Van De Zandschulp B.,Gasquet R.,25.0,69.0,1518.0,817.0,7.0,5.0,2.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.2,1.41,3.15,1.42,3.44,1.38,3.04
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,Kubler J.,Sock J.,99.0,103.0,580.0,557.0,6.0,2.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.37,1.57,2.5,1.6,2.55,1.61,2.42,1.57
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,5.0,De Minaur A.,Broady L.,27.0,132.0,1473.0,444.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.12,6.0,1.13,7.01,1.16,7.5,1.12,6.34
39,London,Wimbledon,2022-07-02,Grand Slam,Outdoor,Grass,3rd Round,3.0,Nadal R.,Sonego L.,4.0,54.0,6525.0,980.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.16,5.0,1.18,5.76,1.21,5.76,1.17,5.15
39,London,Wimbledon,2022-07-03,Grand Slam,Outdoor,Grass,4th Round,5.0,Goffin D.,Tiafoe F.,58.0,28.0,930.0,1439.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.8,2.0,1.79,2.14,1.88,2.2,1.79,2.03
39,London,Wimbledon,2022-07-03,Grand Slam,Outdoor,Grass,4th Round,5.0,Norrie C.,Paul T.,12.0,32.0,3200.0,1208.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.55,2.63,1.62,2.65,1.53,2.53
39,London,Wimbledon,2022-07-03,Grand Slam,Outdoor,Grass,4th Round,5.0,Sinner J.,Alcaraz C.,13.0,7.0,3185.0,4890.0,6.0,1.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,3.2,1.36,3.41,1.37,3.41,1.42,3.21,1.35
39,London,Wimbledon,2022-07-03,Grand Slam,Outdoor,Grass,4th Round,5.0,Djokovic N.,Van Rijthoven T.,3.0,104.0,6770.0,546.0,6.0,2.0,4.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.05,11.0,1.07,11.47,1.07,17.0,1.05,10.57
39,London,Wimbledon,2022-07-04,Grand Slam,Outdoor,Grass,4th Round,5.0,Nadal R.,Van De Zandschulp B.,4.0,25.0,6525.0,1518.0,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.16,5.0,1.17,5.88,1.18,6.0,1.15,5.38
39,London,Wimbledon,2022-07-04,Grand Slam,Outdoor,Grass,4th Round,5.0,Garin C.,De Minaur A.,43.0,27.0,1055.0,1473.0,2.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,5.5,1.14,6.43,1.15,6.43,1.21,5.34,1.16
39,London,Wimbledon,2022-07-04,Grand Slam,Outdoor,Grass,4th Round,5.0,Kyrgios N.,Nakashima B.,40.0,56.0,1070.0,969.0,4.0,6.0,6.0,4.0,7.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.3,3.5,1.33,3.64,1.36,4.1,1.31,3.49
